"Sex"	"LatestYears_1_5_10"	"USCS Sites"	"Race and origin recode with AllRaceEth"	"Age-Adjusted Rate"	"Standard Error"	"Lower Confidence Interval"	"Upper Confidence Interval"	"Count"	"Population"
"Female"	"10yrs_2006_2015"	"Pancreas"	"AllRaceEth"	11.025	0.024	10.977	11.073	209907	1575636454
"Female"	"10yrs_2006_2015"	"Pancreas"	"Non-Hispanic White"	10.745	0.028	10.691	10.799	158909	1017399054
"Female"	"10yrs_2006_2015"	"Pancreas"	"Non-Hispanic Black"	14.674	0.090	14.498	14.851	27479	207723535
"Female"	"10yrs_2006_2015"	"Pancreas"	"Non-Hispanic American Indian/Alaska Native"	9.682	0.315	9.074	10.319	1031	13152188
"Female"	"10yrs_2006_2015"	"Pancreas"	"Non-Hispanic Asian or Pacific Islander"	8.694	0.110	8.480	8.911	6510	86892238
"Female"	"10yrs_2006_2015"	"Pancreas"	"Hispanic (All Races)"	10.365	0.086	10.197	10.534	15400	250469439
"Female"	"10yrs_2006_2015"	"Pancreas"	"Non-Hispanic Unknown Race"	 	 	 	 	578	0
"Female"	"10yrs_2006_2015"	"Larynx"	"AllRaceEth"	1.384	0.009	1.367	1.401	25883	1575636454
"Female"	"10yrs_2006_2015"	"Larynx"	"Non-Hispanic White"	1.490	0.011	1.469	1.511	20716	1017399054
"Female"	"10yrs_2006_2015"	"Larynx"	"Non-Hispanic Black"	1.750	0.030	1.692	1.809	3574	207723535
"Female"	"10yrs_2006_2015"	"Larynx"	"Non-Hispanic American Indian/Alaska Native"	1.316	0.109	1.112	1.547	160	13152188
"Female"	"10yrs_2006_2015"	"Larynx"	"Non-Hispanic Asian or Pacific Islander"	0.290	0.020	0.253	0.332	229	86892238
"Female"	"10yrs_2006_2015"	"Larynx"	"Hispanic (All Races)"	0.673	0.021	0.633	0.715	1114	250469439
"Female"	"10yrs_2006_2015"	"Larynx"	"Non-Hispanic Unknown Race"	 	 	 	 	90	0
"Female"	"10yrs_2006_2015"	"Lung and Bronchus"	"AllRaceEth"	54.243	0.054	54.136	54.350	1016423	1575636454
"Female"	"10yrs_2006_2015"	"Lung and Bronchus"	"Non-Hispanic White"	58.994	0.065	58.867	59.122	849649	1017399054
"Female"	"10yrs_2006_2015"	"Lung and Bronchus"	"Non-Hispanic Black"	51.212	0.167	50.885	51.540	97903	207723535
"Female"	"10yrs_2006_2015"	"Lung and Bronchus"	"Non-Hispanic American Indian/Alaska Native"	51.812	0.725	50.401	53.252	5556	13152188
"Female"	"10yrs_2006_2015"	"Lung and Bronchus"	"Non-Hispanic Asian or Pacific Islander"	28.820	0.198	28.434	29.210	22183	86892238
"Female"	"10yrs_2006_2015"	"Lung and Bronchus"	"Hispanic (All Races)"	26.120	0.136	25.855	26.387	39030	250469439
"Female"	"10yrs_2006_2015"	"Lung and Bronchus"	"Non-Hispanic Unknown Race"	 	 	 	 	2102	0
"Female"	"10yrs_2006_2015"	"Melanoma of the Skin"	"AllRaceEth"	16.589	0.031	16.528	16.651	289124	1575636454
"Female"	"10yrs_2006_2015"	"Melanoma of the Skin"	"Non-Hispanic White"	21.828	0.044	21.742	21.914	267275	1017399054
"Female"	"10yrs_2006_2015"	"Melanoma of the Skin"	"Non-Hispanic Black"	1.010	0.023	0.965	1.057	1925	207723535
"Female"	"10yrs_2006_2015"	"Melanoma of the Skin"	"Non-Hispanic American Indian/Alaska Native"	6.661	0.247	6.186	7.163	781	13152188
"Female"	"10yrs_2006_2015"	"Melanoma of the Skin"	"Non-Hispanic Asian or Pacific Islander"	1.265	0.040	1.189	1.345	1066	86892238
"Female"	"10yrs_2006_2015"	"Melanoma of the Skin"	"Hispanic (All Races)"	4.355	0.051	4.257	4.456	8040	250469439
"Female"	"10yrs_2006_2015"	"Melanoma of the Skin"	"Non-Hispanic Unknown Race"	 	 	 	 	10037	0
"Female"	"10yrs_2006_2015"	"Breast"	"AllRaceEth"	125.067	0.085	124.901	125.233	2257512	1575636454
"Female"	"10yrs_2006_2015"	"Breast"	"Non-Hispanic White"	130.072	0.102	129.872	130.272	1734067	1017399054
"Female"	"10yrs_2006_2015"	"Breast"	"Non-Hispanic Black"	126.169	0.256	125.668	126.672	250791	207723535
"Female"	"10yrs_2006_2015"	"Breast"	"Non-Hispanic American Indian/Alaska Native"	99.042	0.947	97.194	100.916	11752	13152188
"Female"	"10yrs_2006_2015"	"Breast"	"Non-Hispanic Asian or Pacific Islander"	92.447	0.332	91.799	93.100	80208	86892238
"Female"	"10yrs_2006_2015"	"Breast"	"Hispanic (All Races)"	94.684	0.238	94.219	95.151	168472	250469439
"Female"	"10yrs_2006_2015"	"Breast"	"Non-Hispanic Unknown Race"	 	 	 	 	12222	0
"Female"	"10yrs_2006_2015"	"Cervix Uteri"	"AllRaceEth"	7.815	0.022	7.771	7.859	126961	1575636454
"Female"	"10yrs_2006_2015"	"Cervix Uteri"	"Non-Hispanic White"	7.196	0.027	7.144	7.249	78230	1017399054
"Female"	"10yrs_2006_2015"	"Cervix Uteri"	"Non-Hispanic Black"	9.896	0.072	9.756	10.037	19625	207723535
"Female"	"10yrs_2006_2015"	"Cervix Uteri"	"Non-Hispanic American Indian/Alaska Native"	9.617	0.288	9.060	10.198	1164	13152188
"Female"	"10yrs_2006_2015"	"Cervix Uteri"	"Non-Hispanic Asian or Pacific Islander"	6.573	0.088	6.402	6.747	5787	86892238
"Female"	"10yrs_2006_2015"	"Cervix Uteri"	"Hispanic (All Races)"	10.390	0.074	10.246	10.536	21062	250469439
"Female"	"10yrs_2006_2015"	"Cervix Uteri"	"Non-Hispanic Unknown Race"	 	 	 	 	1093	0
"Female"	"10yrs_2006_2015"	"Corpus and Uterus, NOS"	"AllRaceEth"	25.683	0.038	25.609	25.757	479980	1575636454
"Female"	"10yrs_2006_2015"	"Corpus and Uterus, NOS"	"Non-Hispanic White"	26.460	0.045	26.372	26.548	368087	1017399054
"Female"	"10yrs_2006_2015"	"Corpus and Uterus, NOS"	"Non-Hispanic Black"	25.080	0.114	24.858	25.305	50207	207723535
"Female"	"10yrs_2006_2015"	"Corpus and Uterus, NOS"	"Non-Hispanic American Indian/Alaska Native"	22.603	0.443	21.744	23.488	2786	13152188
"Female"	"10yrs_2006_2015"	"Corpus and Uterus, NOS"	"Non-Hispanic Asian or Pacific Islander"	18.352	0.146	18.067	18.641	16263	86892238
"Female"	"10yrs_2006_2015"	"Corpus and Uterus, NOS"	"Hispanic (All Races)"	21.985	0.114	21.763	22.209	39542	250469439
"Female"	"10yrs_2006_2015"	"Corpus and Uterus, NOS"	"Non-Hispanic Unknown Race"	 	 	 	 	3095	0
"Female"	"10yrs_2006_2015"	"Ovary"	"AllRaceEth"	12.007	0.026	11.956	12.058	218411	1575636454
"Female"	"10yrs_2006_2015"	"Ovary"	"Non-Hispanic White"	12.566	0.032	12.504	12.628	169639	1017399054
"Female"	"10yrs_2006_2015"	"Ovary"	"Non-Hispanic Black"	9.644	0.071	9.505	9.784	18960	207723535
"Female"	"10yrs_2006_2015"	"Ovary"	"Non-Hispanic American Indian/Alaska Native"	11.482	0.325	10.853	12.137	1347	13152188
"Female"	"10yrs_2006_2015"	"Ovary"	"Non-Hispanic Asian or Pacific Islander"	9.545	0.107	9.337	9.757	8230	86892238
"Female"	"10yrs_2006_2015"	"Ovary"	"Hispanic (All Races)"	10.775	0.081	10.618	10.934	19305	250469439
"Female"	"10yrs_2006_2015"	"Ovary"	"Non-Hispanic Unknown Race"	 	 	 	 	930	0
"Female"	"10yrs_2006_2015"	"Prostate"	"AllRaceEth"	 	 	 	 	 	1575636454
"Female"	"10yrs_2006_2015"	"Prostate"	"Non-Hispanic White"	 	 	 	 	 	1017399054
"Female"	"10yrs_2006_2015"	"Prostate"	"Non-Hispanic Black"	 	 	 	 	 	207723535
"Female"	"10yrs_2006_2015"	"Prostate"	"Non-Hispanic American Indian/Alaska Native"	 	 	 	 	 	13152188
"Female"	"10yrs_2006_2015"	"Prostate"	"Non-Hispanic Asian or Pacific Islander"	 	 	 	 	 	86892238
"Female"	"10yrs_2006_2015"	"Prostate"	"Hispanic (All Races)"	 	 	 	 	 	250469439
"Female"	"10yrs_2006_2015"	"Prostate"	"Non-Hispanic Unknown Race"	 	 	 	 	 	0
"Female"	"10yrs_2006_2015"	"Testis"	"AllRaceEth"	 	 	 	 	 	1575636454
"Female"	"10yrs_2006_2015"	"Testis"	"Non-Hispanic White"	 	 	 	 	 	1017399054
"Female"	"10yrs_2006_2015"	"Testis"	"Non-Hispanic Black"	 	 	 	 	 	207723535
"Female"	"10yrs_2006_2015"	"Testis"	"Non-Hispanic American Indian/Alaska Native"	 	 	 	 	 	13152188
"Female"	"10yrs_2006_2015"	"Testis"	"Non-Hispanic Asian or Pacific Islander"	 	 	 	 	 	86892238
"Female"	"10yrs_2006_2015"	"Testis"	"Hispanic (All Races)"	 	 	 	 	 	250469439
"Female"	"10yrs_2006_2015"	"Testis"	"Non-Hispanic Unknown Race"	 	 	 	 	 	0
"Female"	"10yrs_2006_2015"	"Urinary Bladder"	"AllRaceEth"	9.072	0.022	9.028	9.115	172536	1575636454
"Female"	"10yrs_2006_2015"	"Urinary Bladder"	"Non-Hispanic White"	9.996	0.027	9.944	10.048	147208	1017399054
"Female"	"10yrs_2006_2015"	"Urinary Bladder"	"Non-Hispanic Black"	6.802	0.062	6.681	6.925	12455	207723535
"Female"	"10yrs_2006_2015"	"Urinary Bladder"	"Non-Hispanic American Indian/Alaska Native"	5.402	0.237	4.947	5.886	565	13152188
"Female"	"10yrs_2006_2015"	"Urinary Bladder"	"Non-Hispanic Asian or Pacific Islander"	3.849	0.073	3.707	3.995	2858	86892238
"Female"	"10yrs_2006_2015"	"Urinary Bladder"	"Hispanic (All Races)"	5.240	0.061	5.121	5.362	7699	250469439
"Female"	"10yrs_2006_2015"	"Urinary Bladder"	"Non-Hispanic Unknown Race"	 	 	 	 	1751	0
"Female"	"10yrs_2006_2015"	"Kidney and Renal Pelvis"	"AllRaceEth"	11.477	0.025	11.428	11.528	209529	1575636454
"Female"	"10yrs_2006_2015"	"Kidney and Renal Pelvis"	"Non-Hispanic White"	11.482	0.030	11.424	11.541	156010	1017399054
"Female"	"10yrs_2006_2015"	"Kidney and Renal Pelvis"	"Non-Hispanic Black"	13.082	0.083	12.919	13.246	25657	207723535
"Female"	"10yrs_2006_2015"	"Kidney and Renal Pelvis"	"Non-Hispanic American Indian/Alaska Native"	15.956	0.382	15.215	16.723	1881	13152188
"Female"	"10yrs_2006_2015"	"Kidney and Renal Pelvis"	"Non-Hispanic Asian or Pacific Islander"	5.220	0.082	5.061	5.383	4224	86892238
"Female"	"10yrs_2006_2015"	"Kidney and Renal Pelvis"	"Hispanic (All Races)"	12.137	0.087	11.967	12.309	20897	250469439
"Female"	"10yrs_2006_2015"	"Kidney and Renal Pelvis"	"Non-Hispanic Unknown Race"	 	 	 	 	860	0
"Female"	"10yrs_2006_2015"	"Brain and Other Nervous System"	"AllRaceEth"	5.735	0.019	5.699	5.772	98777	1575636454
"Female"	"10yrs_2006_2015"	"Brain and Other Nervous System"	"Non-Hispanic White"	6.446	0.024	6.399	6.494	77964	1017399054
"Female"	"10yrs_2006_2015"	"Brain and Other Nervous System"	"Non-Hispanic Black"	3.700	0.044	3.616	3.787	7429	207723535
"Female"	"10yrs_2006_2015"	"Brain and Other Nervous System"	"Non-Hispanic American Indian/Alaska Native"	4.244	0.193	3.873	4.640	516	13152188
"Female"	"10yrs_2006_2015"	"Brain and Other Nervous System"	"Non-Hispanic Asian or Pacific Islander"	3.270	0.064	3.146	3.397	2719	86892238
"Female"	"10yrs_2006_2015"	"Brain and Other Nervous System"	"Hispanic (All Races)"	4.675	0.051	4.576	4.776	9589	250469439
"Female"	"10yrs_2006_2015"	"Brain and Other Nervous System"	"Non-Hispanic Unknown Race"	 	 	 	 	560	0
"Female"	"10yrs_2006_2015"	"Thyroid"	"AllRaceEth"	20.209	0.036	20.139	20.279	330709	1575636454
"Female"	"10yrs_2006_2015"	"Thyroid"	"Non-Hispanic White"	21.671	0.046	21.581	21.761	237991	1017399054
"Female"	"10yrs_2006_2015"	"Thyroid"	"Non-Hispanic Black"	13.018	0.081	12.859	13.178	26350	207723535
"Female"	"10yrs_2006_2015"	"Thyroid"	"Non-Hispanic American Indian/Alaska Native"	15.393	0.360	14.697	16.115	1917	13152188
"Female"	"10yrs_2006_2015"	"Thyroid"	"Non-Hispanic Asian or Pacific Islander"	21.403	0.155	21.099	21.710	19426	86892238
"Female"	"10yrs_2006_2015"	"Thyroid"	"Hispanic (All Races)"	19.710	0.100	19.514	19.907	41454	250469439
"Female"	"10yrs_2006_2015"	"Thyroid"	"Non-Hispanic Unknown Race"	 	 	 	 	3571	0
"Female"	"10yrs_2006_2015"	"Hodgkin Lymphoma"	"AllRaceEth"	2.439	0.013	2.415	2.464	38976	1575636454
"Female"	"10yrs_2006_2015"	"Hodgkin Lymphoma"	"Non-Hispanic White"	2.696	0.017	2.664	2.729	27800	1017399054
"Female"	"10yrs_2006_2015"	"Hodgkin Lymphoma"	"Non-Hispanic Black"	2.355	0.034	2.288	2.422	4900	207723535
"Female"	"10yrs_2006_2015"	"Hodgkin Lymphoma"	"Non-Hispanic American Indian/Alaska Native"	1.388	0.109	1.183	1.618	175	13152188
"Female"	"10yrs_2006_2015"	"Hodgkin Lymphoma"	"Non-Hispanic Asian or Pacific Islander"	1.087	0.036	1.019	1.159	972	86892238
"Female"	"10yrs_2006_2015"	"Hodgkin Lymphoma"	"Hispanic (All Races)"	2.112	0.033	2.048	2.176	4748	250469439
"Female"	"10yrs_2006_2015"	"Hodgkin Lymphoma"	"Non-Hispanic Unknown Race"	 	 	 	 	381	0
"Female"	"10yrs_2006_2015"	"Non-Hodgkin Lymphoma"	"AllRaceEth"	16.466	0.030	16.406	16.526	302852	1575636454
"Female"	"10yrs_2006_2015"	"Non-Hodgkin Lymphoma"	"Non-Hispanic White"	17.143	0.036	17.072	17.214	239331	1017399054
"Female"	"10yrs_2006_2015"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Black"	12.398	0.081	12.240	12.558	24218	207723535
"Female"	"10yrs_2006_2015"	"Non-Hodgkin Lymphoma"	"Non-Hispanic American Indian/Alaska Native"	13.774	0.370	13.058	14.518	1507	13152188
"Female"	"10yrs_2006_2015"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Asian or Pacific Islander"	11.011	0.120	10.778	11.248	8850	86892238
"Female"	"10yrs_2006_2015"	"Non-Hodgkin Lymphoma"	"Hispanic (All Races)"	15.794	0.102	15.595	15.994	26102	250469439
"Female"	"10yrs_2006_2015"	"Non-Hodgkin Lymphoma"	"Non-Hispanic Unknown Race"	 	 	 	 	2844	0
"Female"	"10yrs_2006_2015"	"Myeloma"	"AllRaceEth"	5.406	0.017	5.372	5.440	101428	1575636454
"Female"	"10yrs_2006_2015"	"Myeloma"	"Non-Hispanic White"	4.595	0.018	4.559	4.630	66704	1017399054
"Female"	"10yrs_2006_2015"	"Myeloma"	"Non-Hispanic Black"	11.787	0.080	11.631	11.945	22446	207723535
"Female"	"10yrs_2006_2015"	"Myeloma"	"Non-Hispanic American Indian/Alaska Native"	5.259	0.230	4.819	5.727	573	13152188
"Female"	"10yrs_2006_2015"	"Myeloma"	"Non-Hispanic Asian or Pacific Islander"	3.124	0.064	2.999	3.253	2459	86892238
"Female"	"10yrs_2006_2015"	"Myeloma"	"Hispanic (All Races)"	5.555	0.062	5.435	5.677	8623	250469439
"Female"	"10yrs_2006_2015"	"Myeloma"	"Non-Hispanic Unknown Race"	 	 	 	 	623	0
"Female"	"10yrs_2006_2015"	"Leukemias"	"AllRaceEth"	11.179	0.025	11.130	11.229	201713	1575636454
"Female"	"10yrs_2006_2015"	"Leukemias"	"Non-Hispanic White"	11.657	0.031	11.597	11.717	156871	1017399054
"Female"	"10yrs_2006_2015"	"Leukemias"	"Non-Hispanic Black"	9.057	0.070	8.921	9.194	17509	207723535
"Female"	"10yrs_2006_2015"	"Leukemias"	"Non-Hispanic American Indian/Alaska Native"	9.275	0.294	8.708	9.868	1080	13152188
"Female"	"10yrs_2006_2015"	"Leukemias"	"Non-Hispanic Asian or Pacific Islander"	6.549	0.092	6.370	6.731	5286	86892238
"Female"	"10yrs_2006_2015"	"Leukemias"	"Hispanic (All Races)"	9.639	0.075	9.492	9.787	18746	250469439
"Female"	"10yrs_2006_2015"	"Leukemias"	"Non-Hispanic Unknown Race"	 	 	 	 	2221	0
"Female"	"10yrs_2006_2015"	"Mesothelioma"	"AllRaceEth"	0.418	0.005	0.408	0.427	7748	1575636454
"Female"	"10yrs_2006_2015"	"Mesothelioma"	"Non-Hispanic White"	0.460	0.006	0.448	0.471	6559	1017399054
"Female"	"10yrs_2006_2015"	"Mesothelioma"	"Non-Hispanic Black"	0.220	0.011	0.199	0.243	415	207723535
"Female"	"10yrs_2006_2015"	"Mesothelioma"	"Non-Hispanic American Indian/Alaska Native"	0.345	0.060	0.238	0.482	36	13152188
"Female"	"10yrs_2006_2015"	"Mesothelioma"	"Non-Hispanic Asian or Pacific Islander"	0.185	0.016	0.155	0.218	144	86892238
"Female"	"10yrs_2006_2015"	"Mesothelioma"	"Hispanic (All Races)"	0.358	0.015	0.328	0.389	576	250469439
"Female"	"10yrs_2006_2015"	"Mesothelioma"	"Non-Hispanic Unknown Race"	 	 	 	 	18	0
"Female"	"10yrs_2006_2015"	"Kaposi Sarcoma"	"AllRaceEth"	0.077	0.002	0.073	0.081	1400	1575636454
"Female"	"10yrs_2006_2015"	"Kaposi Sarcoma"	"Non-Hispanic White"	0.046	0.002	0.042	0.049	703	1017399054
"Female"	"10yrs_2006_2015"	"Kaposi Sarcoma"	"Non-Hispanic Black"	0.185	0.010	0.166	0.205	356	207723535
"Female"	"10yrs_2006_2015"	"Kaposi Sarcoma"	"Non-Hispanic American Indian/Alaska Native"	 	 	 	 	 	13152188
"Female"	"10yrs_2006_2015"	"Kaposi Sarcoma"	"Non-Hispanic Asian or Pacific Islander"	0.029	0.006	0.018	0.045	22	86892238
"Female"	"10yrs_2006_2015"	"Kaposi Sarcoma"	"Hispanic (All Races)"	0.190	0.012	0.167	0.214	268	250469439
"Female"	"10yrs_2006_2015"	"Kaposi Sarcoma"	"Non-Hispanic Unknown Race"	 	 	 	 	45	0
